idvisit,idvisitor,idaction_name,document,documenttime,documenttime_formatted,clone_name,search_cat,value,searchtime,searchtime_formatted,action,keyw_5,display_title_s,display_org_s,filename,display_source_s,crawler_used_s,doc_type,display_doc_type_s
35498,7442B028CC28297E,10091,DoDI 5000.69 CH 2.pdf,Tue Sep 06 2022 13:16:35 GMT+0000 (Coordinated Universal Time),2022-09-06 13:16:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 3000.04,Tue Sep 06 2022 12:43:24 GMT+0000 (Coordinated Universal Time),2022-09-06 12:43,Search,laser systems; joint staff; dodi 69; weapon-related system; secretary; safety reviews; safety review; related systems; program managers; operationally deployed,DoDI 5000.69: DoD Joint Services Weapon and Laser System Safety Review Processes,Dept. of Defense,DoDI 5000.69 CH 2.pdf,,,DoDI,Instruction
35554,7442B028CC28297E,10361,CJCSI 5123.01H.pdf,Tue Sep 06 2022 17:05:13 GMT+0000 (Coordinated Universal Time),2022-09-06 17:05:00, gamechanger,,,,,OpenDocument,capability requirements; joint staff; intentionally blank; joint chiefs; capability gaps; joint force; development system; capability solution; statutory council; operational requirements,CJCSI 5123.01H: Charter of the Joint Requirements Oversight Council (JROC) and the Implementation of the Joint Capabilities Integration and Development System,Uncategorized,CJCSI 5123.01H.pdf,,,CJCSI,Uncategorized
35573,76293E35CCE3AFED,10380,U_1203330SF_7_PB_2023.pdf,Wed Sep 07 2022 08:46:51 GMT+0000 (Coordinated Universal Time),2022-09-07 08:46:00, jbook,,,,,OpenDocument,,U_1203330SF_7_PB_2023.pdf,,,,,,
35715,76293E35CCE3AFED,10380,U_1203330SF_7_PB_2023.pdf,Wed Sep 07 2022 11:38:49 GMT+0000 (Coordinated Universal Time),2022-09-07 11:38:00, jbook,,,,,OpenDocument,,U_1203330SF_7_PB_2023.pdf,,,,,,
35719,76293E35CCE3AFED,10405,U_0604601N_5_PB_2023.pdf,Wed Sep 07 2022 13:05:43 GMT+0000 (Coordinated Universal Time),2022-09-07 13:05:00, jbook,,,,,OpenDocument,,U_0604601N_5_PB_2023.pdf,,,,,,
35723,F1F753AF4732A13F,9593,U_P40_F03500_BSA-2_BA-5_APP-3010F_PB_2023.pdf,Wed Sep 07 2022 12:56:03 GMT+0000 (Coordinated Universal Time),2022-09-07 12:56:00, jbook,,,,,OpenDocument,,U_P40_F03500_BSA-2_BA-5_APP-3010F_PB_2023.pdf,,,,,,
36476,358D6021AA671686,10381,U_1203610K_7_PB_2023.pdf,Mon Sep 12 2022 12:06:28 GMT+0000 (Coordinated Universal Time),2022-09-12 12:06:00, jbook,,,,,OpenDocument,,U_1203610K_7_PB_2023.pdf,,,,,,
36496,A7B65513B8EBE2EE,10380,U_1203330SF_7_PB_2023.pdf,Mon Sep 12 2022 14:03:19 GMT+0000 (Coordinated Universal Time),2022-09-12 14:03:00, jbook,,,,,OpenDocument,,U_1203330SF_7_PB_2023.pdf,,,,,,
36511,F1F753AF4732A13F,10380,U_1203330SF_7_PB_2023.pdf,Mon Sep 12 2022 15:35:07 GMT+0000 (Coordinated Universal Time),2022-09-12 15:35:00, jbook,,,,,OpenDocument,,U_1203330SF_7_PB_2023.pdf,,,,,,
36666,A7B65513B8EBE2EE,10627,U_P40_F03500_BSA-2_BA-5_APP-3010F_PB_2016.pdf,Wed Sep 14 2022 10:28:38 GMT+0000 (Coordinated Universal Time),2022-09-14 10:28:00, jbook,,,,,OpenDocument,,U_P40_F03500_BSA-2_BA-5_APP-3010F_PB_2016.pdf,,,,,,
36672,A7B65513B8EBE2EE,10634,U_0204228N_7_PB_2023.pdf,Wed Sep 14 2022 11:11:44 GMT+0000 (Coordinated Universal Time),2022-09-14 11:11:00, jbook,,,,,OpenDocument,,U_0204228N_7_PB_2023.pdf,,,,,,
36675,A7B65513B8EBE2EE,10632,U_0604120A_4_PB_2021.pdf,Wed Sep 14 2022 12:08:30 GMT+0000 (Coordinated Universal Time),2022-09-14 12:08:00, jbook,,,,,OpenDocument,,U_0604120A_4_PB_2021.pdf,,,,,,
36686,F1F753AF4732A13F,9343,RDTE_MJB_DW_Vol5_PB_2023.pdf,Wed Sep 14 2022 13:11:01 GMT+0000 (Coordinated Universal Time),2022-09-14 13:11:00, jbook,,,,,OpenDocument,,RDTE_MJB_DW_Vol5_PB_2023.pdf,,,,,,
36722,0E7DB61A0ABAB067,10646,U_1203614SF_8_PB_2023.pdf,Thu Sep 15 2022 08:59:59 GMT+0000 (Coordinated Universal Time),2022-09-15 08:59:00, jbook,,,,,OpenDocument,,U_1203614SF_8_PB_2023.pdf,,,,,,
36741,FEBA69A163EA8948,6988,6200.01  .pdf,Thu Sep 15 2022 09:14:14 GMT+0000 (Coordinated Universal Time),2022-09-15 09:14:00, gamechanger,,,,,OpenDocument,,6200.01  .pdf,,,,,,
36751,FEBA69A163EA8948,4361,DoDI 1235.12 CH 1.pdf,Thu Sep 15 2022 09:19:42 GMT+0000 (Coordinated Universal Time),2022-09-15 09:19:00, gamechanger,,,,,OpenDocument,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
36819,A7B65513B8EBE2EE,10681,U_1208248SF_8_PB_2023.pdf,Thu Sep 15 2022 12:10:59 GMT+0000 (Coordinated Universal Time),2022-09-15 12:10:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
36826,A7B65513B8EBE2EE,10692,U_0608231N_8_PB_2023.pdf,Thu Sep 15 2022 13:04:29 GMT+0000 (Coordinated Universal Time),2022-09-15 13:04:00, jbook,,,,,OpenDocument,,U_0608231N_8_PB_2023.pdf,,,,,,
36843,031A24EEF605BC74,10704,U_1203265F_7_PB_2020.pdf,Thu Sep 15 2022 14:24:18 GMT+0000 (Coordinated Universal Time),2022-09-15 14:24:00, jbook,,,,,OpenDocument,,U_1203265F_7_PB_2020.pdf,,,,,,
36852,60592F05B49DCD68,10681,U_1208248SF_8_PB_2023.pdf,Thu Sep 15 2022 14:59:09 GMT+0000 (Coordinated Universal Time),2022-09-15 14:59:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
36893,A7B65513B8EBE2EE,10646,U_1203614SF_8_PB_2023.pdf,Fri Sep 16 2022 09:20:07 GMT+0000 (Coordinated Universal Time),2022-09-16 09:20:00, jbook,,,,,OpenDocument,,U_1203614SF_8_PB_2023.pdf,,,,,,
37100,0E7DB61A0ABAB067,10758,U_P40_0556_BSA-1_BA-5_APP-1506N_PB_2023.pdf,Mon Sep 19 2022 13:05:44 GMT+0000 (Coordinated Universal Time),2022-09-19 13:05:00, jbook,,,,,OpenDocument,,U_P40_0556_BSA-1_BA-5_APP-1506N_PB_2023.pdf,,,,,,
37400,0E7DB61A0ABAB067,10840,U_0608920F_8_PB_2022.pdf,Wed Sep 21 2022 11:26:18 GMT+0000 (Coordinated Universal Time),2022-09-21 11:26:00, jbook,,,,,OpenDocument,,U_0608920F_8_PB_2022.pdf,,,,,,
37948,031A24EEF605BC74,10906,EDAPDF-1C52F271E6006963E05400215A9BA3B8-N6600113D0106-empty-empty-P00006-PDS-2015-08-02.pdf,Tue Sep 27 2022 08:59:29 GMT+0000 (Coordinated Universal Time),2022-09-27 08:59:00, eda,,,,,OpenDocument,,EDAPDF-1C52F271E6006963E05400215A9BA3B8-N6600113D0106-empty-empty-P00006-PDS-2015-08-02.pdf,,,,,,
38126,A7B65513B8EBE2EE,7532,EDAPDF-A8F7F9D952095845E0440025B3E8F0A7-W911SE11D2002-0001-empty-empty-PDS-2011-07-26.pdf,Wed Sep 28 2022 13:16:40 GMT+0000 (Coordinated Universal Time),2022-09-28 13:16:00, eda,,,,,OpenDocument,,EDAPDF-A8F7F9D952095845E0440025B3E8F0A7-W911SE11D2002-0001-empty-empty-PDS-2011-07-26.pdf,,,,,,
38129,031A24EEF605BC74,10949,U_0608920F_8_PB_2023.pdf,Wed Sep 28 2022 13:49:31 GMT+0000 (Coordinated Universal Time),2022-09-28 13:49:00, jbook,,,,,OpenDocument,,U_0608920F_8_PB_2023.pdf,,,,,,
38170,FEBA69A163EA8948,3679,AACP 02_PART5.pdf,Thu Sep 29 2022 09:11:34 GMT+0000 (Coordinated Universal Time),2022-09-29 09:11:00, gamechanger,,,,,OpenDocument,acquisition practices; electronic mail; audit authority; sample provisions; sample clauses; requesting authority; nato group; logistic support; contract documents; contract audit,AACP 02_PART5: GUIDELINES AND SAMPLE PROVISIONS FOR ELECTRONIC DATA INTERCHANGE (EDI),Uncategorized,AACP 02_PART5.pdf,,,AACP,Uncategorized
38180,FEBA69A163EA8948,4361,DoDI 1235.12 CH 1.pdf,Thu Sep 29 2022 09:16:56 GMT+0000 (Coordinated Universal Time),2022-09-29 09:16:00, gamechanger,,,,,OpenDocument,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
38238,031A24EEF605BC74,9343,RDTE_MJB_DW_Vol5_PB_2023.pdf,Thu Sep 29 2022 12:24:17 GMT+0000 (Coordinated Universal Time),2022-09-29 12:24:00, jbook,,,,,OpenDocument,,RDTE_MJB_DW_Vol5_PB_2023.pdf,,,,,,
38293,1A908FABF086A5C5,10997,DoDI 5000.35 CH 2.pdf,Fri Sep 30 2022 11:36:39 GMT+0000 (Coordinated Universal Time),2022-09-30 11:36:00, gamechanger,,,,,OpenDocument,dar council; dar system; acquisition memorandum; refer matters; establishes policy; dod policy; dod directives; dod components; deputy director; defense memorandum,DoDI 5000.35: Defense Acquisition Regulations (DAR) System,Dept. of Defense,DoDI 5000.35 CH 2.pdf,,,DoDI,Instruction
38311,60592F05B49DCD68,10681,U_1208248SF_8_PB_2023.pdf,Fri Sep 30 2022 13:53:11 GMT+0000 (Coordinated Universal Time),2022-09-30 13:53:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
38317,825777C330FD094B,9736,EDAPDF-58A1A2F919F34CDAE05400215A9BA3BA-GS10FDA003-HT001116F0011-empty-P00002-PDS-2017-09-07.pdf,Fri Sep 30 2022 14:10:43 GMT+0000 (Coordinated Universal Time),2022-09-30 14:10:00, eda,,,,,OpenDocument,,EDAPDF-58A1A2F919F34CDAE05400215A9BA3BA-GS10FDA003-HT001116F0011-empty-P00002-PDS-2017-09-07.pdf,,,,,,
38319,CA87275CB32384EA,9736,EDAPDF-58A1A2F919F34CDAE05400215A9BA3BA-GS10FDA003-HT001116F0011-empty-P00002-PDS-2017-09-07.pdf,Fri Sep 30 2022 14:13:45 GMT+0000 (Coordinated Universal Time),2022-09-30 14:13:00, eda,,,,,OpenDocument,,EDAPDF-58A1A2F919F34CDAE05400215A9BA3BA-GS10FDA003-HT001116F0011-empty-P00002-PDS-2017-09-07.pdf,,,,,,
38320,7976822F1CDC4562,11021,EDAPDF-230D10441E85008DE05400215A9BA3B8-N0018909DZ068-0041-empty-01-PDS-2015-10-26.pdf,Fri Sep 30 2022 14:30:07 GMT+0000 (Coordinated Universal Time),2022-09-30 14:30:00, eda,,,,,OpenDocument,,EDAPDF-230D10441E85008DE05400215A9BA3B8-N0018909DZ068-0041-empty-01-PDS-2015-10-26.pdf,,,,,,
38352,0E7DB61A0ABAB067,10382,FY23 Space Force Research Development Test and Evaluation,Mon Oct 03 2022 10:28:42 GMT+0000 (Coordinated Universal Time),2022-10-03 10:28:00, jbook,,,,,OpenDocument,,FY23 Space Force Research Development Test and Evaluation,,,,,,
38356,E8996EFD2D75C4CC,10681,U_1208248SF_8_PB_2023.pdf,Mon Oct 03 2022 10:29:00 GMT+0000 (Coordinated Universal Time),2022-10-03 10:29:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
38392,C16DD949A5CB6FE1,11033,EDAPDF-215FFF74AEC85C91E05400215A9BA3B8-FA807514D0002-0004-empty-04-PDS-2015-10-05.pdf,Mon Oct 03 2022 15:40:36 GMT+0000 (Coordinated Universal Time),2022-10-03 15:40:00, eda,,,,,OpenDocument,,EDAPDF-215FFF74AEC85C91E05400215A9BA3B8-FA807514D0002-0004-empty-04-PDS-2015-10-05.pdf,,,,,,
38416,F1F753AF4732A13F,10681,U_1208248SF_8_PB_2023.pdf,Mon Oct 03 2022 17:49:03 GMT+0000 (Coordinated Universal Time),2022-10-03 17:49:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
38508,58751A4353CBF7C0,3615,AACP 02.pdf,Tue Oct 04 2022 14:08:39 GMT+0000 (Coordinated Universal Time),2022-10-04 14:08:00, gamechanger,,,,,OpenDocument,reservations listed; intentionally blank; contract audit; aacp-02; servicing capital; reservation] note; reciprocity means; profit calculation; price proposal; nso,AACP 02: GUIDELINES FOR MUTUAL PROVISION OF CONTRACT AUDITS,Uncategorized,AACP 02.pdf,,,AACP,Uncategorized
38520,58751A4353CBF7C0,4361,DoDI 1235.12 CH 1.pdf,Tue Oct 04 2022 14:14:52 GMT+0000 (Coordinated Universal Time),2022-10-04 14:14:00, gamechanger,,,,,OpenDocument,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
38527,E8996EFD2D75C4CC,10681,U_1208248SF_8_PB_2023.pdf,Tue Oct 04 2022 14:50:57 GMT+0000 (Coordinated Universal Time),2022-10-04 14:50:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
38621,4527B0049F7CF7C9,10681,U_1208248SF_8_PB_2023.pdf,Wed Oct 05 2022 11:13:24 GMT+0000 (Coordinated Universal Time),2022-10-05 11:13:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
38629,96644F69E406D1B0,10681,U_1208248SF_8_PB_2023.pdf,Wed Oct 05 2022 11:45:35 GMT+0000 (Coordinated Universal Time),2022-10-05 11:45:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
38631,A7B65513B8EBE2EE,10681,U_1208248SF_8_PB_2023.pdf,Wed Oct 05 2022 11:53:34 GMT+0000 (Coordinated Universal Time),2022-10-05 11:53:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
38669,10470C3B4B1FED12,10681,U_1208248SF_8_PB_2023.pdf,Wed Oct 05 2022 14:28:00 GMT+0000 (Coordinated Universal Time),2022-10-05 14:28:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
38687,F1F753AF4732A13F,10949,U_0608920F_8_PB_2023.pdf,Wed Oct 05 2022 17:25:24 GMT+0000 (Coordinated Universal Time),2022-10-05 17:25:00, jbook,,,,,OpenDocument,,U_0608920F_8_PB_2023.pdf,,,,,,
38874,A7B65513B8EBE2EE,10681,U_1208248SF_8_PB_2023.pdf,Tue Oct 11 2022 11:43:52 GMT+0000 (Coordinated Universal Time),2022-10-11 11:43:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
38876,C16DD949A5CB6FE1,10633,,Tue Oct 11 2022 12:13:54 GMT+0000 (Coordinated Universal Time),2022-10-11 12:13:00, jbook,,,,,OpenDocument,,,,,,,,
38931,A7B65513B8EBE2EE,10382,FY23 Space Force Research Development Test and Evaluation,Wed Oct 12 2022 07:46:59 GMT+0000 (Coordinated Universal Time),2022-10-12 07:46:00, jbook,,,,,OpenDocument,,FY23 Space Force Research Development Test and Evaluation,,,,,,
38933,9160B3FFCCAD442E,9343,RDTE_MJB_DW_Vol5_PB_2023.pdf,Wed Oct 12 2022 07:45:12 GMT+0000 (Coordinated Universal Time),2022-10-12 07:45:00, jbook,,,,,OpenDocument,,RDTE_MJB_DW_Vol5_PB_2023.pdf,,,,,,
38978,A7B65513B8EBE2EE,10681,U_1208248SF_8_PB_2023.pdf,Wed Oct 12 2022 15:10:51 GMT+0000 (Coordinated Universal Time),2022-10-12 15:10:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
39060,A7B65513B8EBE2EE,10681,U_1208248SF_8_PB_2023.pdf,Thu Oct 13 2022 11:52:06 GMT+0000 (Coordinated Universal Time),2022-10-13 11:52:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
39082,55861A24EA716D65,10681,U_1208248SF_8_PB_2023.pdf,Thu Oct 13 2022 12:46:45 GMT+0000 (Coordinated Universal Time),2022-10-13 12:46:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
39085,556D1221C5919ECC,10681,U_1208248SF_8_PB_2023.pdf,Thu Oct 13 2022 13:17:51 GMT+0000 (Coordinated Universal Time),2022-10-13 13:17:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
39157,58751A4353CBF7C0,3615,AACP 02.pdf,Fri Oct 14 2022 09:29:48 GMT+0000 (Coordinated Universal Time),2022-10-14 09:29:00, gamechanger,,,,,OpenDocument,reservations listed; intentionally blank; contract audit; aacp-02; servicing capital; reservation] note; reciprocity means; profit calculation; price proposal; nso,AACP 02: GUIDELINES FOR MUTUAL PROVISION OF CONTRACT AUDITS,Uncategorized,AACP 02.pdf,,,AACP,Uncategorized
39167,58751A4353CBF7C0,4361,DoDI 1235.12 CH 1.pdf,Fri Oct 14 2022 09:34:06 GMT+0000 (Coordinated Universal Time),2022-10-14 09:34:00, gamechanger,,,,,OpenDocument,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
39265,A7B65513B8EBE2EE,10681,U_1208248SF_8_PB_2023.pdf,Mon Oct 17 2022 08:32:22 GMT+0000 (Coordinated Universal Time),2022-10-17 08:32:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
39271,A7B65513B8EBE2EE,5454,Title 10 - Armed Forces.pdf,Mon Oct 17 2022 09:18:34 GMT+0000 (Coordinated Universal Time),2022-10-17 09:18:00, gamechanger,,,,,OpenDocument,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
39278,A7B65513B8EBE2EE,10681,U_1208248SF_8_PB_2023.pdf,Mon Oct 17 2022 10:35:52 GMT+0000 (Coordinated Universal Time),2022-10-17 10:35:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
39296,58751A4353CBF7C0,3679,AACP 02_PART5.pdf,Mon Oct 17 2022 11:14:58 GMT+0000 (Coordinated Universal Time),2022-10-17 11:14:00, gamechanger,,,,,OpenDocument,acquisition practices; electronic mail; audit authority; sample provisions; sample clauses; requesting authority; nato group; logistic support; contract documents; contract audit,AACP 02_PART5: GUIDELINES AND SAMPLE PROVISIONS FOR ELECTRONIC DATA INTERCHANGE (EDI),Uncategorized,AACP 02_PART5.pdf,,,AACP,Uncategorized
39306,58751A4353CBF7C0,4361,DoDI 1235.12 CH 1.pdf,Mon Oct 17 2022 11:19:18 GMT+0000 (Coordinated Universal Time),2022-10-17 11:19:00, gamechanger,,,,,OpenDocument,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
39320,A7B65513B8EBE2EE,10681,U_1208248SF_8_PB_2023.pdf,Mon Oct 17 2022 11:26:47 GMT+0000 (Coordinated Universal Time),2022-10-17 11:26:00, jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
39349,C16DD949A5CB6FE1,11287,EDAPDF-5AD28BCF962951ADE05400215A9BA3BA-N0017804D4016-M802-empty-83-PDS-2017-10-05.pdf,Mon Oct 17 2022 12:48:36 GMT+0000 (Coordinated Universal Time),2022-10-17 12:48:00, eda,,,,,OpenDocument,,EDAPDF-5AD28BCF962951ADE05400215A9BA3BA-N0017804D4016-M802-empty-83-PDS-2017-10-05.pdf,,,,,,
39371,60592F05B49DCD68,11294,U_0305221F_7_PB_2022.pdf,Mon Oct 17 2022 14:11:13 GMT+0000 (Coordinated Universal Time),2022-10-17 14:11:00, jbook,,,,,OpenDocument,,U_0305221F_7_PB_2022.pdf,,,,,,
39479,60592F05B49DCD68,11360,U_0604029N_4_PB_2023.pdf,Tue Oct 18 2022 16:46:08 GMT+0000 (Coordinated Universal Time),2022-10-18 16:46:00, jbook,,,,,OpenDocument,,U_0604029N_4_PB_2023.pdf,,,,,,
39488,60592F05B49DCD68,11372,MCO 5500.6H.pdf,Tue Oct 18 2022 19:26:11 GMT+0000 (Coordinated Universal Time),2022-10-18 19:26:00, gamechanger,,,,,OpenDocument,security personnel; law enforcement; marine corps; force training; deadly force; imminent threat; civilian personnel; weapons safety; verbal commands; varying requirements,MCO 5500.6H: ARMING OF LAW ENFORCEMENT AND SECURITY PERSONNEL AND THE USE OF FORCE,US Marine Corps,MCO 5500.6H.pdf,,,MCO,Document
39656,922C762749F5451C,10485,Title 44 - Public Printing and Documents.pdf,Thu Oct 20 2022 14:07:38 GMT+0000 (Coordinated Universal Time),2022-10-20 14:07:00, gamechanger,,,,,OpenDocument,statutory notes; united states; effective date; public printer; presidential records; national archives; information systems; homeland security; information security; federal government,Title 44: Public Printing and Documents,United States Code,Title 44 - Public Printing and Documents.pdf,,,Title,Title
